displacement_tonnes,engine_power_kw,hull_coefficient,speed_knots,wave_height_m,wind_speed_kn,current_speed_kn,ship_type,fuel_type,load_condition,fuel_rate_tpd
61.0,2675.0,0.457,31.62,1.1,5.0,1.31,Interceptor,MGO,Ballast,12.058
2539.0,8670.0,0.586,17.31,0.83,6.8,-0.82,Offshore_Patrol,HFO,Ballast,37.535
1731.0,10832.0,0.621,18.53,0.6,10.5,-0.15,Offshore_Patrol,VLSFO,Laden,37.173
1212.0,8527.0,0.618,14.25,1.78,9.8,-1.25,Offshore_Patrol,MGO,Ballast,18.322
643.0,6279.0,0.499,7.18,2.1,17.9,0.79,Fast_Patrol,MGO,Laden,2.346
604.0,5291.0,0.495,15.81,6.07,43.0,1.98,Fast_Patrol,MGO,Ballast,8.983
440.0,6024.0,0.497,27.07,0.2,7.8,-0.97,Fast_Patrol,MGO,Ballast,36.859
62.0,4066.0,0.394,18.42,1.62,18.4,-1.96,Interceptor,MGO,Laden,3.682
643.0,4956.0,0.484,9.78,2.98,33.0,-0.06,Fast_Patrol,MGO,Ballast,3.539
620.0,4612.0,0.458,6.93,0.78,3.3,0.38,Fast_Patrol,MGO,Laden,1.831
47.0,2017.0,0.38,10.7,3.47,23.9,-0.18,Interceptor,MGO,Laden,0.783
1950.0,9715.0,0.633,23.71,2.99,22.6,-1.43,Offshore_Patrol,MGO,Laden,119.095
536.0,5461.0,0.501,11.45,3.64,24.2,1.33,Fast_Patrol,MGO,Ballast,3.622
74.0,3216.0,0.38,11.09,2.36,25.0,0.41,Interceptor,MGO,Ballast,0.814
63.0,2856.0,0.396,6.54,0.84,16.2,2.17,Interceptor,MGO,Laden,0.332
2071.0,9288.0,0.555,7.53,1.69,26.2,1.17,Offshore_Patrol,MGO,Laden,4.853
1219.0,14840.0,0.575,7.37,3.21,23.5,-1.01,Offshore_Patrol,MGO,Ballast,4.435
557.0,5542.0,0.486,17.6,0.91,4.7,0.58,Fast_Patrol,MGO,Ballast,9.098
2024.0,8758.0,0.657,5.21,0.38,6.1,0.72,Offshore_Patrol,MGO,Laden,3.556
971.0,10686.0,0.61,21.44,0.53,3.3,1.96,Offshore_Patrol,HFO,Ballast,25.289
2618.0,8549.0,0.654,6.8,2.67,25.1,-0.69,Offshore_Patrol,MGO,Ballast,6.893
2191.0,9810.0,0.614,17.07,0.98,14.6,-1.49,Offshore_Patrol,MGO,Ballast,43.654
645.0,5035.0,0.49,24.98,2.14,21.7,0.04,Fast_Patrol,MGO,Ballast,39.461
1673.0,8647.0,0.627,23.59,2.91,32.9,-0.23,Offshore_Patrol,MGO,Laden,93.218
460.0,7501.0,0.504,13.16,1.18,12.1,-0.27,Fast_Patrol,MGO,Ballast,4.871
681.0,5081.0,0.497,12.93,0.66,5.7,0.4,Fast_Patrol,MGO,Ballast,5.569
59.0,2146.0,0.482,8.02,0.73,9.1,-3.0,Interceptor,MGO,Ballast,0.792
618.0,4881.0,0.503,12.89,5.55,33.4,-1.36,Fast_Patrol,MGO,Ballast,7.816
2051.0,10432.0,0.641,6.05,0.78,6.2,0.15,Offshore_Patrol,MGO,Ballast,4.704
41.0,2509.0,0.415,14.04,2.25,18.6,-0.1,Interceptor,MGO,Laden,1.091
2100.0,8828.0,0.598,7.35,3.09,26.0,2.4,Offshore_Patrol,VLSFO,Ballast,4.524
550.0,4577.0,0.484,24.34,2.15,13.7,0.01,Fast_Patrol,MGO,Ballast,28.68
61.0,3190.0,0.38,8.08,1.43,7.0,-1.63,Interceptor,MGO,Ballast,0.642
32.0,2481.0,0.426,31.13,1.6,18.1,-0.83,Interceptor,MGO,Laden,10.167
2193.0,9906.0,0.593,22.42,1.91,12.0,1.19,Offshore_Patrol,VLSFO,Ballast,62.663
734.0,4462.0,0.514,15.79,0.41,8.2,-0.3,Fast_Patrol,MGO,Ballast,10.809
51.0,3156.0,0.38,15.86,2.49,25.6,-2.44,Interceptor,MGO,Ballast,2.307
395.0,7233.0,0.471,12.62,5.02,39.1,0.8,Fast_Patrol,MGO,Ballast,4.265
52.0,4037.0,0.441,16.05,0.03,8.1,1.38,Interceptor,MGO,Ballast,1.154
495.0,6310.0,0.456,9.07,0.9,15.8,-0.13,Fast_Patrol,MGO,Ballast,2.344
2028.0,7639.0,0.593,10.55,1.62,15.9,-0.66,Offshore_Patrol,HFO,Laden,10.693
468.0,6828.0,0.464,7.89,3.9,22.8,1.02,Fast_Patrol,MGO,Laden,1.804
2378.0,7566.0,0.617,13.45,4.71,45.5,-2.39,Offshore_Patrol,MGO,Laden,37.298
593.0,7222.0,0.473,27.41,0.16,8.2,0.91,Fast_Patrol,MGO,Ballast,34.296
1493.0,5612.0,0.643,16.61,2.88,24.6,0.05,Offshore_Patrol,MGO,Ballast,23.4
64.0,3102.0,0.381,27.73,4.44,32.5,1.06,Interceptor,MGO,Laden,9.414
88.0,2128.0,0.387,14.04,0.27,0.0,-1.36,Interceptor,MGO,Laden,1.956
69.0,2492.0,0.435,26.46,2.28,14.3,-0.07,Interceptor,MGO,Laden,9.528
692.0,5600.0,0.448,16.19,4.46,40.0,1.17,Fast_Patrol,VLSFO,Laden,10.474
432.0,7767.0,0.432,6.66,1.28,3.1,0.66,Fast_Patrol,MGO,Ballast,1.508
947.0,5248.0,0.52,25.85,2.07,16.8,-2.99,Fast_Patrol,MGO,Ballast,73.001
82.0,2829.0,0.49,29.67,1.21,13.6,1.02,Interceptor,MGO,Ballast,12.113
70.0,2789.0,0.508,15.81,2.29,17.0,1.28,Interceptor,MGO,Laden,1.966
470.0,4685.0,0.551,26.94,3.34,35.2,0.51,Fast_Patrol,MGO,Ballast,42.961
1948.0,9658.0,0.604,19.33,3.78,19.9,0.09,Offshore_Patrol,MGO,Laden,47.326
77.0,3091.0,0.38,19.33,0.95,7.1,1.21,Interceptor,MGO,Ballast,2.54
88.0,3187.0,0.396,14.67,0.53,9.8,0.15,Interceptor,MGO,Ballast,1.47
49.0,4038.0,0.441,17.69,2.28,20.7,-2.13,Interceptor,MGO,Laden,3.283
593.0,6448.0,0.522,10.46,2.68,21.6,-0.88,Fast_Patrol,MGO,Laden,5.012
48.0,2998.0,0.467,22.42,0.48,9.2,1.86,Interceptor,MGO,Ballast,2.916
70.0,2309.0,0.38,15.49,1.35,9.9,-0.28,Interceptor,MGO,Ballast,1.662
550.0,6173.0,0.481,12.27,4.31,29.1,0.28,Fast_Patrol,MGO,Ballast,5.015
60.0,3692.0,0.423,18.92,1.32,7.7,-2.0,Interceptor,MGO,Ballast,3.526
556.0,6172.0,0.431,27.09,3.57,28.4,0.65,Fast_Patrol,MGO,Laden,44.437
63.0,3758.0,0.401,19.89,1.03,2.7,0.72,Interceptor,MGO,Ballast,2.866
2715.0,7832.0,0.666,8.68,3.57,19.6,2.74,Offshore_Patrol,VLSFO,Laden,6.214
455.0,7218.0,0.508,5.36,1.65,19.3,0.97,Fast_Patrol,MGO,Laden,1.424
56.0,3139.0,0.38,5.74,1.4,10.5,1.16,Interceptor,MGO,Ballast,0.334
51.0,2852.0,0.38,9.91,1.73,27.4,-2.18,Interceptor,MGO,Ballast,0.827
678.0,6127.0,0.436,12.46,0.87,7.9,-0.67,Fast_Patrol,MGO,Laden,5.915
1859.0,12952.0,0.69,22.47,0.49,5.6,2.54,Offshore_Patrol,VLSFO,Laden,56.991
84.0,3374.0,0.397,21.24,1.29,19.3,1.09,Interceptor,MGO,Laden,4.382
44.0,2873.0,0.422,5.08,2.68,26.0,0.58,Interceptor,MGO,Laden,0.258
70.0,1767.0,0.46,26.13,0.3,5.8,2.2,Interceptor,MGO,Laden,6.635
448.0,6376.0,0.497,14.89,3.82,27.4,-1.01,Fast_Patrol,MGO,Laden,11.028
2097.0,8150.0,0.585,20.48,1.4,18.4,0.46,Offshore_Patrol,MGO,Ballast,49.833
338.0,7632.0,0.468,22.72,2.73,22.4,0.59,Fast_Patrol,MGO,Laden,18.051
68.0,3338.0,0.434,32.16,1.27,10.9,-0.15,Interceptor,MGO,Laden,16.457
1602.0,11244.0,0.668,6.81,2.54,19.3,-1.7,Offshore_Patrol,HFO,Laden,6.304
415.0,6320.0,0.409,13.46,2.65,30.8,1.8,Fast_Patrol,MGO,Ballast,3.51
36.0,3535.0,0.458,27.64,4.26,29.0,0.12,Interceptor,MGO,Ballast,7.351
48.0,3865.0,0.421,14.42,0.31,5.3,0.54,Interceptor,MGO,Laden,1.057
723.0,6593.0,0.559,12.78,1.56,14.1,-0.82,Fast_Patrol,MGO,Ballast,7.628
2863.0,11060.0,0.619,7.16,3.35,25.4,-0.86,Offshore_Patrol,HFO,Ballast,8.492
700.0,4299.0,0.45,21.78,1.6,10.9,-0.4,Fast_Patrol,MGO,Ballast,23.246
309.0,10463.0,0.486,24.53,1.41,21.5,-0.27,Fast_Patrol,MGO,Laden,24.422
2114.0,8557.0,0.635,19.14,1.31,11.0,1.35,Offshore_Patrol,VLSFO,Ballast,34.251
50.0,2562.0,0.392,18.5,1.78,18.2,0.46,Interceptor,MGO,Laden,2.706
68.0,3136.0,0.413,24.52,2.62,28.9,-1.19,Interceptor,MGO,Laden,8.879
54.0,3149.0,0.448,25.41,1.42,11.9,-1.8,Interceptor,MGO,Laden,8.528
1497.0,7674.0,0.615,14.45,3.39,27.4,1.13,Offshore_Patrol,MGO,Laden,17.504
648.0,4091.0,0.495,7.15,2.03,11.1,1.25,Fast_Patrol,MGO,Laden,1.766
59.0,3051.0,0.461,34.32,1.49,10.1,-0.37,Interceptor,MGO,Laden,20.728
38.0,3069.0,0.414,19.79,1.78,16.5,-0.75,Interceptor,MGO,Ballast,2.476
312.0,5353.0,0.481,8.28,3.32,23.0,0.07,Fast_Patrol,MGO,Ballast,1.787
547.0,5317.0,0.519,20.17,0.98,14.7,0.07,Fast_Patrol,MGO,Laden,19.294
405.0,8530.0,0.47,12.23,1.32,10.5,0.34,Fast_Patrol,MGO,Laden,3.659
95.0,3022.0,0.383,12.49,1.04,10.1,1.28,Interceptor,MGO,Laden,1.136
2436.0,8758.0,0.669,14.05,1.34,10.0,1.19,Offshore_Patrol,MGO,Laden,19.234
1571.0,11043.0,0.634,9.35,1.7,20.9,1.04,Offshore_Patrol,VLSFO,Laden,6.139
657.0,5279.0,0.515,20.37,3.31,24.0,-1.22,Fast_Patrol,MGO,Laden,31.301
617.0,6530.0,0.513,9.0,2.61,17.6,0.63,Fast_Patrol,MGO,Ballast,2.745
2274.0,13114.0,0.606,19.25,1.67,10.8,0.4,Offshore_Patrol,MGO,Ballast,43.669
2412.0,6777.0,0.603,7.28,1.62,9.4,-1.54,Offshore_Patrol,MGO,Ballast,7.382
668.0,5325.0,0.445,23.49,2.33,22.5,-0.45,Fast_Patrol,MGO,Laden,31.847
515.0,4752.0,0.509,12.39,1.27,12.3,0.6,Fast_Patrol,VLSFO,Ballast,4.54
527.0,6684.0,0.458,12.71,0.95,25.5,-1.7,Fast_Patrol,MGO,Laden,6.725
2811.0,9026.0,0.572,12.47,2.34,16.4,-0.71,Offshore_Patrol,VLSFO,Ballast,21.692
370.0,5137.0,0.453,9.11,0.97,3.2,0.11,Fast_Patrol,MGO,Laden,1.888
61.0,3127.0,0.433,15.87,0.79,8.7,-0.5,Interceptor,MGO,Laden,2.054
67.0,3444.0,0.439,32.67,6.42,50.0,1.3,Interceptor,MGO,Laden,22.189
2090.0,7912.0,0.597,19.44,0.25,8.3,0.89,Offshore_Patrol,MGO,Laden,41.684
2020.0,8349.0,0.669,24.61,0.19,5.8,-1.57,Offshore_Patrol,MGO,Laden,112.899
1189.0,12072.0,0.663,9.25,1.58,11.8,-1.03,Offshore_Patrol,MGO,Ballast,7.572
426.0,6249.0,0.512,9.86,2.5,18.4,1.37,Fast_Patrol,MGO,Ballast,1.969
1817.0,7615.0,0.594,17.72,1.46,19.8,0.68,Offshore_Patrol,MGO,Ballast,24.599
1714.0,6107.0,0.576,6.28,1.27,8.5,-3.0,Offshore_Patrol,MGO,Ballast,5.791
52.0,3732.0,0.469,23.98,5.27,36.8,1.71,Interceptor,MGO,Laden,5.791
50.0,2546.0,0.393,30.93,1.04,12.0,0.02,Interceptor,MGO,Laden,9.153
1928.0,9364.0,0.658,10.34,1.71,15.3,-0.04,Offshore_Patrol,VLSFO,Ballast,9.434
89.0,2897.0,0.393,26.72,1.36,11.6,-1.06,Interceptor,MGO,Laden,10.49
664.0,6752.0,0.484,18.76,1.91,9.2,1.52,Fast_Patrol,MGO,Laden,13.093
594.0,8288.0,0.515,18.38,1.39,14.5,0.62,Fast_Patrol,MGO,Ballast,11.932
563.0,4485.0,0.515,23.96,2.26,17.2,-0.16,Fast_Patrol,MGO,Laden,34.358
31.0,2746.0,0.45,33.96,1.73,21.6,-3.0,Interceptor,MGO,Laden,15.805
701.0,5817.0,0.443,19.5,1.23,11.5,-0.59,Fast_Patrol,VLSFO,Ballast,16.982
64.0,2661.0,0.404,20.04,0.55,8.0,-1.31,Interceptor,MGO,Ballast,3.529
1792.0,9683.0,0.637,6.93,0.07,6.2,-0.47,Offshore_Patrol,MGO,Ballast,5.056
42.0,2030.0,0.402,33.5,2.42,21.9,-1.06,Interceptor,MGO,Laden,14.773
394.0,5866.0,0.53,14.84,0.8,0.8,0.96,Fast_Patrol,MGO,Laden,5.244
2314.0,8242.0,0.541,21.61,1.73,17.0,1.86,Offshore_Patrol,MGO,Ballast,49.078
54.0,3015.0,0.47,31.58,0.55,0.0,-0.09,Interceptor,MGO,Ballast,10.762
50.0,3288.0,0.38,30.29,2.96,20.9,-1.39,Interceptor,MGO,Laden,12.295
1776.0,7774.0,0.735,13.36,2.87,25.4,-0.43,Offshore_Patrol,MGO,Ballast,19.476
45.0,2907.0,0.502,33.17,0.85,20.5,-0.53,Interceptor,MGO,Laden,14.82
61.0,2995.0,0.395,20.77,2.61,15.7,1.89,Interceptor,MGO,Ballast,2.588
636.0,6001.0,0.511,23.48,2.94,18.5,0.05,Fast_Patrol,MGO,Laden,35.282
2190.0,9289.0,0.62,22.83,3.97,20.4,1.74,Offshore_Patrol,MGO,Laden,73.682
409.0,9083.0,0.477,5.38,0.59,4.9,-1.7,Fast_Patrol,MGO,Laden,1.532
727.0,5792.0,0.495,21.14,1.26,24.0,0.0,Fast_Patrol,MGO,Ballast,24.029
1954.0,6570.0,0.688,5.8,1.57,6.5,-1.25,Offshore_Patrol,MGO,Ballast,5.386
615.0,2975.0,0.531,17.49,1.34,0.0,-0.15,Fast_Patrol,MGO,Laden,13.647
666.0,5762.0,0.487,10.08,4.43,36.0,0.6,Fast_Patrol,MGO,Laden,4.102
466.0,5858.0,0.585,19.66,2.29,23.1,-1.81,Fast_Patrol,VLSFO,Ballast,22.926
30.0,3251.0,0.455,27.28,0.76,9.8,-0.66,Interceptor,MGO,Ballast,4.98
55.0,3847.0,0.416,21.66,5.26,37.2,-0.23,Interceptor,MGO,Ballast,4.919
812.0,5711.0,0.56,27.69,2.48,23.8,0.22,Fast_Patrol,MGO,Laden,78.297
59.0,2748.0,0.431,28.29,1.29,16.8,-1.86,Interceptor,MGO,Ballast,10.199
790.0,5138.0,0.505,12.97,0.38,2.2,0.49,Fast_Patrol,MGO,Laden,7.131
40.0,2297.0,0.409,27.91,1.41,7.2,0.53,Interceptor,MGO,Ballast,5.416
602.0,4414.0,0.491,19.69,3.81,22.9,1.19,Fast_Patrol,MGO,Ballast,15.42
83.0,2946.0,0.454,27.75,1.69,11.3,-1.91,Interceptor,MGO,Ballast,14.74
691.0,8591.0,0.493,15.11,1.34,16.7,-0.38,Fast_Patrol,VLSFO,Laden,11.739
514.0,6382.0,0.476,14.03,2.3,24.1,-0.02,Fast_Patrol,VLSFO,Laden,7.005
398.0,5769.0,0.505,12.06,1.5,12.3,0.23,Fast_Patrol,MGO,Laden,3.859
51.0,4130.0,0.406,17.85,2.72,22.7,0.08,Interceptor,MGO,Ballast,1.947
56.0,2303.0,0.397,28.89,3.07,22.9,-0.67,Interceptor,MGO,Ballast,10.299
1751.0,9759.0,0.627,18.97,0.84,5.9,0.12,Offshore_Patrol,MGO,Ballast,33.652
51.0,3390.0,0.493,31.29,3.47,21.4,3.0,Interceptor,MGO,Ballast,10.164
1715.0,8374.0,0.578,15.29,0.84,10.4,0.68,Offshore_Patrol,VLSFO,Ballast,15.743
59.0,3695.0,0.421,24.09,1.89,20.1,-1.86,Interceptor,MGO,Laden,8.269
80.0,1581.0,0.393,18.64,4.55,34.4,1.82,Interceptor,MGO,Ballast,2.75
645.0,8553.0,0.528,10.27,1.82,14.9,1.99,Fast_Patrol,MGO,Laden,2.965
440.0,4958.0,0.446,10.42,0.38,14.3,0.99,Fast_Patrol,MGO,Laden,2.393
97.0,3246.0,0.38,30.6,1.99,24.7,1.55,Interceptor,MGO,Laden,15.096
2093.0,11497.0,0.628,18.87,2.8,14.2,2.8,Offshore_Patrol,HFO,Laden,34.773
71.0,3362.0,0.495,28.35,2.84,16.1,0.34,Interceptor,MGO,Laden,13.233
707.0,6723.0,0.526,22.81,3.41,18.2,1.27,Fast_Patrol,MGO,Laden,30.941
676.0,4501.0,0.537,12.45,1.94,21.1,1.83,Fast_Patrol,MGO,Ballast,4.169
578.0,6901.0,0.523,17.18,3.09,22.1,-0.92,Fast_Patrol,MGO,Ballast,13.569
2548.0,9573.0,0.561,24.34,0.77,9.9,1.81,Offshore_Patrol,MGO,Laden,69.011
76.0,2840.0,0.398,19.09,2.68,24.1,0.24,Interceptor,MGO,Ballast,3.428
1708.0,8724.0,0.615,24.45,1.22,12.3,1.16,Offshore_Patrol,MGO,Laden,74.961
572.0,4639.0,0.495,9.91,3.95,25.5,1.1,Fast_Patrol,MGO,Ballast,3.116
2019.0,8587.0,0.576,21.61,1.91,11.0,-0.81,Offshore_Patrol,VLSFO,Laden,70.594
2194.0,5519.0,0.612,9.21,1.32,11.8,1.64,Offshore_Patrol,VLSFO,Laden,6.201
1992.0,8777.0,0.63,20.19,3.11,27.7,-0.52,Offshore_Patrol,MGO,Laden,66.179
669.0,6565.0,0.521,9.89,1.79,7.3,0.33,Fast_Patrol,MGO,Laden,3.573
583.0,8344.0,0.552,18.5,0.37,4.8,1.0,Fast_Patrol,MGO,Ballast,12.315
501.0,6112.0,0.498,18.4,0.71,0.0,0.69,Fast_Patrol,VLSFO,Laden,10.843
368.0,3369.0,0.501,16.62,5.8,44.4,-0.68,Fast_Patrol,MGO,Laden,13.087
665.0,6043.0,0.585,20.94,2.23,10.0,-1.54,Fast_Patrol,MGO,Ballast,30.976
594.0,6577.0,0.512,19.65,1.97,8.8,-0.99,Fast_Patrol,MGO,Laden,21.516
86.0,2612.0,0.502,22.4,1.49,18.1,0.87,Interceptor,MGO,Laden,6.651
1296.0,8634.0,0.632,24.15,2.2,14.9,0.64,Offshore_Patrol,HFO,Laden,73.455
64.0,2646.0,0.436,25.57,2.4,10.3,-0.24,Interceptor,MGO,Ballast,7.547
2192.0,9093.0,0.562,11.93,0.48,10.5,-0.28,Offshore_Patrol,MGO,Laden,13.713
84.0,2803.0,0.426,25.65,1.31,13.4,-0.37,Interceptor,MGO,Laden,9.77
72.0,2819.0,0.427,14.33,0.91,20.2,-1.31,Interceptor,MGO,Laden,2.065
1397.0,8657.0,0.594,11.99,0.52,2.0,1.1,Offshore_Patrol,HFO,Ballast,7.978
1403.0,11571.0,0.541,14.56,0.23,1.5,-1.33,Offshore_Patrol,VLSFO,Laden,19.048
881.0,7081.0,0.46,9.6,6.16,38.2,0.15,Fast_Patrol,MGO,Laden,4.807
1478.0,8516.0,0.645,18.9,8.0,50.0,1.53,Offshore_Patrol,HFO,Ballast,43.403
62.0,2706.0,0.509,13.78,6.07,31.5,-0.04,Interceptor,MGO,Ballast,1.891
1935.0,7481.0,0.628,9.96,3.11,21.8,1.9,Offshore_Patrol,MGO,Laden,6.941
538.0,7768.0,0.535,6.28,2.07,18.6,-1.28,Fast_Patrol,MGO,Laden,2.36
586.0,7829.0,0.516,11.2,1.15,17.7,-1.59,Fast_Patrol,MGO,Ballast,5.287
589.0,5843.0,0.474,14.92,1.33,8.5,-2.76,Fast_Patrol,MGO,Laden,12.534
65.0,2793.0,0.38,31.62,0.58,9.8,0.91,Interceptor,MGO,Ballast,10.49
628.0,5209.0,0.456,9.79,1.59,11.2,-2.37,Fast_Patrol,MGO,Laden,5.112
434.0,4658.0,0.51,16.1,0.34,0.7,1.91,Fast_Patrol,MGO,Laden,6.099
33.0,3714.0,0.429,33.11,1.9,15.7,2.08,Interceptor,MGO,Ballast,8.653
1615.0,6004.0,0.573,8.16,0.61,7.1,0.32,Offshore_Patrol,MGO,Laden,4.888
541.0,5352.0,0.498,5.84,3.26,26.9,-0.97,Fast_Patrol,MGO,Ballast,2.134
64.0,2271.0,0.409,17.06,1.24,22.1,-2.23,Interceptor,MGO,Laden,3.14
649.0,6572.0,0.45,15.97,3.85,30.1,0.48,Fast_Patrol,MGO,Laden,11.249
37.0,1951.0,0.411,32.4,3.89,28.1,-0.02,Interceptor,MGO,Laden,12.423
36.0,3724.0,0.426,19.12,2.58,23.1,0.28,Interceptor,MGO,Ballast,2.087
510.0,4382.0,0.496,13.08,4.31,26.9,0.64,Fast_Patrol,MGO,Laden,5.823
63.0,2885.0,0.409,10.02,1.83,19.7,-1.31,Interceptor,MGO,Ballast,0.893
43.0,2767.0,0.428,26.99,3.69,23.6,-0.26,Interceptor,MGO,Ballast,7.361
645.0,4888.0,0.494,27.06,2.22,19.7,0.18,Fast_Patrol,MGO,Ballast,46.025
60.0,2933.0,0.419,6.38,3.87,26.9,2.74,Interceptor,MGO,Ballast,0.372
1426.0,8197.0,0.676,10.73,2.02,15.6,0.94,Offshore_Patrol,MGO,Laden,7.659
2152.0,7115.0,0.639,17.91,3.57,34.2,0.18,Offshore_Patrol,VLSFO,Ballast,41.602
62.0,3126.0,0.38,8.42,3.41,20.7,-1.22,Interceptor,MGO,Ballast,0.619
562.0,6675.0,0.498,25.16,2.0,19.2,1.54,Fast_Patrol,MGO,Ballast,27.838
63.0,2686.0,0.435,33.23,0.88,7.9,2.03,Interceptor,MGO,Ballast,10.444
598.0,5224.0,0.52,26.88,3.6,30.8,-1.81,Fast_Patrol,MGO,Laden,68.846
46.0,3304.0,0.449,20.53,2.0,10.2,-2.22,Interceptor,MGO,Ballast,4.489
1989.0,6664.0,0.616,5.84,3.74,25.5,0.07,Offshore_Patrol,MGO,Ballast,4.753
73.0,2423.0,0.398,12.99,1.17,7.2,-0.23,Interceptor,MGO,Laden,1.31
688.0,6444.0,0.43,20.15,0.34,14.7,1.7,Fast_Patrol,MGO,Laden,14.531
59.0,2819.0,0.495,19.41,0.27,12.9,-1.36,Interceptor,MGO,Ballast,4.045
67.0,1671.0,0.473,22.35,0.86,6.4,-1.13,Interceptor,MGO,Ballast,6.582
523.0,5023.0,0.456,27.35,3.68,21.1,-1.83,Fast_Patrol,MGO,Ballast,49.679
376.0,6345.0,0.481,9.36,1.28,10.2,-1.2,Fast_Patrol,MGO,Laden,2.679
2303.0,8439.0,0.601,23.55,2.51,23.9,0.2,Offshore_Patrol,MGO,Ballast,85.144
42.0,3703.0,0.454,24.17,2.44,20.9,-1.83,Interceptor,MGO,Laden,6.549
57.0,2894.0,0.453,15.45,0.2,4.1,3.0,Interceptor,MGO,Laden,1.038
518.0,5074.0,0.553,17.25,2.65,26.4,-3.0,Fast_Patrol,MGO,Laden,23.413
451.0,3718.0,0.595,22.09,2.58,22.1,-0.66,Fast_Patrol,MGO,Laden,29.954
1708.0,11049.0,0.594,16.15,0.89,6.0,0.28,Offshore_Patrol,MGO,Laden,21.746
1975.0,10683.0,0.588,7.12,2.21,7.8,1.54,Offshore_Patrol,MGO,Ballast,3.828
2320.0,6692.0,0.667,19.46,4.3,41.0,-1.22,Offshore_Patrol,VLSFO,Ballast,85.593
76.0,3402.0,0.421,16.62,1.81,14.4,-2.22,Interceptor,MGO,Laden,3.5
295.0,7147.0,0.5,16.09,3.17,12.0,-1.23,Fast_Patrol,MGO,Ballast,9.13
537.0,5165.0,0.502,9.92,1.56,15.8,2.2,Fast_Patrol,MGO,Laden,2.131
75.0,3286.0,0.466,21.49,5.98,32.5,-2.45,Interceptor,MGO,Ballast,8.509
574.0,5702.0,0.402,20.04,0.77,16.0,1.25,Fast_Patrol,MGO,Ballast,10.803
48.0,3330.0,0.483,23.8,2.03,23.2,0.34,Interceptor,MGO,Laden,6.298
52.0,2995.0,0.452,32.64,0.44,6.4,0.48,Interceptor,MGO,Laden,12.128
1475.0,9066.0,0.631,10.73,2.4,13.8,1.44,Offshore_Patrol,HFO,Ballast,6.452
45.0,3233.0,0.397,16.77,0.26,9.0,-0.9,Interceptor,MGO,Laden,2.047
1735.0,9762.0,0.578,20.33,1.65,20.9,1.17,Offshore_Patrol,MGO,Laden,35.119
50.0,2423.0,0.418,31.24,4.79,33.2,0.19,Interceptor,MGO,Ballast,12.873
39.0,2297.0,0.443,34.8,3.15,22.0,-1.58,Interceptor,MGO,Ballast,15.687
58.0,2939.0,0.454,15.17,0.53,4.4,-0.11,Interceptor,MGO,Ballast,1.763
69.0,2592.0,0.417,5.82,4.02,27.4,-0.05,Interceptor,MGO,Ballast,0.411
672.0,5171.0,0.536,27.34,1.62,13.9,-2.94,Fast_Patrol,MGO,Laden,70.875
48.0,3855.0,0.397,23.13,1.47,11.3,-1.18,Interceptor,MGO,Ballast,4.644
413.0,6653.0,0.518,17.03,1.38,8.4,0.58,Fast_Patrol,MGO,Ballast,8.243
2397.0,10052.0,0.672,22.6,1.29,21.0,0.18,Offshore_Patrol,MGO,Ballast,84.741
561.0,6400.0,0.511,10.71,0.72,8.1,1.26,Fast_Patrol,MGO,Laden,2.98
59.0,3225.0,0.483,32.11,1.23,9.7,1.54,Interceptor,MGO,Ballast,11.299
685.0,6651.0,0.45,5.93,1.58,15.5,-1.07,Fast_Patrol,VLSFO,Laden,2.194
2008.0,11887.0,0.616,15.07,0.22,7.5,-0.89,Offshore_Patrol,VLSFO,Laden,26.813
481.0,5341.0,0.579,7.4,0.98,10.5,-1.89,Fast_Patrol,VLSFO,Ballast,2.818
57.0,2570.0,0.38,6.6,2.82,16.2,0.61,Interceptor,MGO,Ballast,0.37
614.0,5940.0,0.561,22.88,1.58,14.4,-0.66,Fast_Patrol,VLSFO,Laden,41.103
742.0,6500.0,0.512,16.16,3.16,24.7,1.4,Fast_Patrol,MGO,Ballast,11.31
76.0,2837.0,0.382,10.91,0.39,8.9,1.24,Interceptor,MGO,Laden,0.707
51.0,3080.0,0.38,25.28,0.37,8.5,0.59,Interceptor,MGO,Laden,4.693
1940.0,6895.0,0.583,8.69,2.08,18.4,-0.53,Offshore_Patrol,MGO,Ballast,7.8
51.0,2959.0,0.382,29.29,0.86,4.8,1.31,Interceptor,MGO,Laden,7.325
47.0,3163.0,0.47,7.6,0.94,23.3,-0.0,Interceptor,MGO,Ballast,0.415
43.0,3041.0,0.471,15.91,1.23,14.6,0.29,Interceptor,MGO,Laden,1.686
327.0,7854.0,0.54,9.8,0.99,14.8,-2.32,Fast_Patrol,MGO,Ballast,3.239
583.0,6368.0,0.502,24.78,1.34,16.1,0.45,Fast_Patrol,MGO,Laden,35.044
68.0,2166.0,0.417,12.16,2.33,18.4,0.05,Interceptor,MGO,Laden,1.121
690.0,4796.0,0.533,15.03,7.87,47.2,-0.14,Fast_Patrol,MGO,Ballast,14.244
508.0,6321.0,0.448,23.3,1.0,9.9,-0.7,Fast_Patrol,MGO,Laden,26.214
58.0,1709.0,0.44,33.95,3.7,22.4,-1.85,Interceptor,MGO,Ballast,21.374
1985.0,7406.0,0.699,14.45,0.15,0.0,-0.07,Offshore_Patrol,MGO,Ballast,17.165
61.0,2776.0,0.42,25.47,1.47,24.2,-2.6,Interceptor,MGO,Laden,10.8
